trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue
26	a99	c	circle	8	0.02	-1	126	3 	 3.470695521650426 	 2 	 5.0	2.0	0.0	1	-1	1	-1	-999	-0.0	-999	3.0604 	4.2649 	-999	-999	-999	-999	-999	-999	-999	3.1619 	4.549 	-999	-999	-999	-999	-999	-999	-999	3.1958 	4.6502 	-999	-999	-999	-999	-999	-999	-999	3	0	0
27	a99	c	circle	8	0.24355468749999432	1	113	3 	 5.6065560921748405 	 3 	 5.0	2.0	5.0	0	1	-1	-1	0.0	-999	-999	2.7994 	4.2343 	6.0071 	-999	-999	-999	-999	-999	-999	3.0674 	4.2609 	6.1808 	-999	-999	-999	-999	-999	-999	3.0567 	4.1354 	5.9767 	-999	-999	-999	-999	-999	-999	3	0	0
28	a99	c	circle	8	0.02	1	89	3 	 3.829313430699389 	 3 	 6.0	5.0	4.0	2	1	-1	-1	-999	-999	0.0	1.8796 	2.874 	4.5144 	-999	-999	-999	-999	-999	-999	2.9662 	3.7775 	5.4721 	-999	-999	-999	-999	-999	-999	3.0679 	4.6667 	-999	-999	-999	-999	-999	-999	-999	1	0	0
29	a99	c	circle	8	0.44355468749999716	-1	121	3 	 5.276679787289134 	 2 	 7.0	5.0	0.0	1	-1	1	-1	-999	0.0	-999	2.2067 	3.735 	4.8757 	6.7181 	-999	-999	-999	-999	-999	2.0088 	3.8983 	5.5763 	6.5833 	-999	-999	-999	-999	-999	1.9957 	2.6016 	3.9048 	5.5254 	7.2428 	-999	-999	-999	-999	1	0	0
30	a99	c	circle	8	0.44355468749999716	1	95	3 	 3.679001110873209 	 2 	 3.0	-999.0	5.0	0	1	-1	-1	0.0	-999	-999	2.3585 	3.1384 	4.1945 	-999	-999	-999	-999	-999	-999	2.6567 	3.6483 	4.1633 	-999	-999	-999	-999	-999	-999	2.5477 	4.3935 	-999	-999	-999	-999	-999	-999	-999	1	0	0
31	a99	c	circle	4	1.3435546874999886	-1	127	3 	 4.8408289421697335 	 2 	 0.0	2.0	-999.0	1	-1	1	-1	-999	-0.0	-999	3.0154 	4.4413 	5.0056 	5.931 	-999	-999	-999	-999	-999	1.7064 	3.1144 	5.0477 	5.7924 	-999	-999	-999	-999	-999	2.0303 	3.9097 	5.2237 	-999	-999	-999	-999	-999	-999	1	0	0
32	a99	c	circle	8	0.34355468749998863	1	80	0 	 5.512869074312588 	 3 	 6.0	1.0	1.0	2	1	-1	-1	-999	-999	2.0	1.9947 	2.7371 	4.6574 	5.5031 	7.014 	-999	-999	-999	-999	1.922 	3.4198 	5.3029 	5.9303 	-999	-999	-999	-999	-999	2.8836 	3.647 	5.3372 	6.3057 	-999	-999	-999	-999	-999	3	0	0
33	a99	c	circle	4	0.7435546874999943	1	126	3 	 5.653283035215238 	 3 	 0.0	1.0	3.0	2	1	-1	-1	-999	-999	0.0	2.542 	3.2353 	4.9571 	6.1631 	-999	-999	-999	-999	-999	3.0344 	4.7856 	5.841 	7.7853 	-999	-999	-999	-999	-999	2.7184 	3.9784 	4.9676 	6.2441 	-999	-999	-999	-999	-999	2	0	0
34	a99	c	circle	4	0.9435546874999972	-1	85	0 	 5.232632857281692 	 3 	 3.0	0.0	3.0	2	-1	1	-1	-999	-999	-1.0	2.0429 	3.9993 	5.7025 	-999	-999	-999	-999	-999	-999	3.1074 	4.5027 	5.1643 	6.3015 	-999	-999	-999	-999	-999	2.6981 	3.9071 	5.4215 	7.2661 	-999	-999	-999	-999	-999	2	0	0
35	a99	c	circle	4	0.8435546875000028	1	99	3 	 3.6646191184166956 	 3 	 3.0	2.0	0.0	1	1	-1	-1	-999	-0.0	-999	2.8821 	3.4991 	4.0114 	-999	-999	-999	-999	-999	-999	1.9186 	2.4392 	4.3546 	-999	-999	-999	-999	-999	-999	1.8152 	2.7483 	4.3063 	-999	-999	-999	-999	-999	-999	1	0	0
36	a99	c	circle	8	0.24355468749999432	1	106	3 	 4.192094974806405 	 3 	 0.0	1.0	7.0	1	1	-1	-1	-999	-0.0	-999	2.2753 	3.2702 	4.8012 	-999	-999	-999	-999	-999	-999	2.6351 	3.613 	4.4651 	5.9988 	-999	-999	-999	-999	-999	3.1584 	4.5608 	-999	-999	-999	-999	-999	-999	-999	1	0	0
37	a99	c	circle	4	1.3435546874999886	-1	121	0 	 4.5741465300107 	 2 	 2.0	1.0	3.0	1	-1	1	-1	-999	-2.0	-999	3.0381 	4.0289 	4.7392 	6.2931 	-999	-999	-999	-999	-999	1.9425 	3.6717 	4.5947 	5.7567 	-999	-999	-999	-999	-999	2.7117 	4.4735 	6.3853 	-999	-999	-999	-999	-999	-999	2	0	0
38	a99	c	circle	4	1.0435546874999915	1	99	0 	 3.895352738487617 	 2 	 1.0	2.0	0.0	1	1	-1	-1	-999	-1.0	-999	2.1977 	3.8362 	4.8542 	-999	-999	-999	-999	-999	-999	2.7607 	4.254 	-999	-999	-999	-999	-999	-999	-999	2.7254 	3.5981 	4.7097 	-999	-999	-999	-999	-999	-999	3	0	0
39	a99	c	circle	8	0.1	-1	83	3 	 3.671886191218349 	 3 	 2.0	4.0	4.0	2	-1	1	-1	-999	-999	-0.0	2.9073 	4.773 	-999	-999	-999	-999	-999	-999	-999	2.8206 	4.0195 	-999	-999	-999	-999	-999	-999	-999	1.7447 	2.5383 	4.0445 	-999	-999	-999	-999	-999	-999	2	0	0
40	a99	c	circle	8	0.6435546875	1	89	0 	 3.710161333385379 	 2 	 4.0	6.0	0.0	1	1	-1	-1	-999	1.0	-999	2.6762 	3.5658 	4.9599 	-999	-999	-999	-999	-999	-999	2.6872 	3.9237 	5.2427 	-999	-999	-999	-999	-999	-999	1.938 	2.5099 	4.2354 	-999	-999	-999	-999	-999	-999	3	0	0
41	a99	c	circle	4	0.8435546875000028	1	95	3 	 4.907535003295132 	 3 	 2.0	1.0	2.0	2	1	-1	-1	-999	-999	-0.0	2.5926 	4.1333 	5.3526 	-999	-999	-999	-999	-999	-999	1.9611 	3.0618 	3.765 	4.6495 	5.5419 	-999	-999	-999	-999	3.0244 	3.8219 	5.2185 	-999	-999	-999	-999	-999	-999	1	0	0
42	a99	c	circle	8	0.5435546875000057	1	85	0 	 4.591960499802314 	 2 	 3.0	7.0	5.0	2	1	-1	-1	-999	-999	-2.0	1.9002 	3.6913 	4.9831 	-999	-999	-999	-999	-999	-999	2.5244 	3.1336 	4.2864 	5.67 	-999	-999	-999	-999	-999	2.3368 	3.4808 	4.406 	5.9241 	-999	-999	-999	-999	-999	2	0	0
43	a99	c	circle	4	0.8435546875000028	-1	128	3 	 3.329097620555859 	 3 	 1.0	3.0	1.0	2	-1	1	-1	-999	-999	0.0	2.6886 	4.6058 	-999	-999	-999	-999	-999	-999	-999	2.2529 	3.6298 	-999	-999	-999	-999	-999	-999	-999	2.0182 	3.9683 	-999	-999	-999	-999	-999	-999	-999	3	0	0
44	a99	c	circle	4	0.7435546874999943	1	93	3 	 4.422490567293947 	 2 	 2.0	1.0	2.0	2	1	-1	-1	-999	-999	0.0	2.2377 	3.8383 	5.6665 	-999	-999	-999	-999	-999	-999	1.7171 	2.3364 	3.971 	4.864 	-999	-999	-999	-999	-999	2.4318 	3.0906 	3.8499 	4.9183 	-999	-999	-999	-999	-999	1	0	0
45	a99	c	circle	8	0.44355468750001137	-1	100	3 	 4.463154755129009 	 2 	 5.0	4.0	0.0	1	-1	1	-1	-999	0.0	-999	2.2752 	2.9365 	4.8133 	-999	-999	-999	-999	-999	-999	2.6988 	3.6246 	4.8693 	-999	-999	-999	-999	-999	-999	2.0911 	2.8035 	4.795 	-999	-999	-999	-999	-999	-999	1	0	0
46	a99	c	circle	8	0.24355468749999432	-1	121	3 	 5.533875690270349 	 3 	 2.0	2.0	1.0	2	-1	1	-1	-999	-999	-0.0	1.7586 	3.3898 	5.0134 	5.8928 	-999	-999	-999	-999	-999	1.8296 	3.7397 	4.8815 	6.707 	-999	-999	-999	-999	-999	1.8595 	2.5353 	3.632 	4.5666 	6.1175 	-999	-999	-999	-999	2	0	0
47	a99	c	circle	4	0.7435546874999943	1	126	3 	 4.7445637314072835 	 2 	 1.0	0.0	-999.0	1	1	-1	-1	-999	-0.0	-999	2.4881 	3.853 	5.4195 	-999	-999	-999	-999	-999	-999	2.8882 	4.6858 	5.3617 	-999	-999	-999	-999	-999	-999	2.9914 	3.8304 	5.4208 	-999	-999	-999	-999	-999	-999	1	0	0
48	a99	c	circle	8	0.24355468749999432	-1	127	3 	 4.318847274912744 	 3 	 2.0	2.0	5.0	2	-1	1	-1	-999	-999	0.0	1.8896 	2.6151 	4.2598 	5.0039 	-999	-999	-999	-999	-999	2.2136 	3.3098 	4.9529 	-999	-999	-999	-999	-999	-999	1.965 	3.3994 	4.169 	6.0937 	-999	-999	-999	-999	-999	4	0	0
49	a99	c	circle	4	0.9435546874999972	-1	127	0 	 5.292368176136365 	 3 	 1.0	2.0	1.0	0	-1	1	-1	1.0	-999	-999	3.1466 	4.3334 	5.2434 	5.9206 	-999	-999	-999	-999	-999	3.0272 	4.6828 	5.2928 	6.5534 	-999	-999	-999	-999	-999	2.5334 	3.043 	4.5242 	5.1106 	5.6545 	-999	-999	-999	-999	4	0	0
50	a99	c	circle	4	0.8935546875	1	85	0 	 4.173784680803333 	 3 	 0.0	1.0	1.0	0	1	-1	-1	-1.0	-999	-999	2.6785 	3.4073 	5.0263 	-999	-999	-999	-999	-999	-999	2.5228 	3.9477 	5.3587 	-999	-999	-999	-999	-999	-999	3.1551 	4.8311 	-999	-999	-999	-999	-999	-999	-999	4	0	0
51	a99	c	circle	8	0.1	-1	82	3 	 3.8047920725836315 	 3 	 2.0	5.0	1.0	2	-1	1	-1	-999	-999	-0.0	1.7417 	2.2579 	3.7719 	5.112 	-999	-999	-999	-999	-999	1.7151 	2.5307 	4.4991 	-999	-999	-999	-999	-999	-999	2.2672 	3.4586 	4.4936 	-999	-999	-999	-999	-999	-999	4	0	0
52	a99	c	circle	8	0.2935546874999915	1	126	3 	 3.651379622989003 	 3 	 4.0	6.0	3.0	0	1	-1	-1	0.0	-999	-999	2.2528 	3.5629 	5.0347 	-999	-999	-999	-999	-999	-999	3.1009 	3.8609 	5.5684 	-999	-999	-999	-999	-999	-999	2.0045 	3.8159 	5.0224 	-999	-999	-999	-999	-999	-999	1	0	0
53	a99	c	circle	8	0.02	-1	99	3 	 4.927208220808747 	 2 	 1.0	3.0	0.0	1	-1	1	-1	-999	0.0	-999	2.0015 	3.7998 	5.5378 	-999	-999	-999	-999	-999	-999	2.1595 	3.7659 	5.44 	-999	-999	-999	-999	-999	-999	2.5851 	3.6254 	4.834 	5.8806 	-999	-999	-999	-999	-999	3	0	0
54	a99	c	circle	4	0.7435546874999943	1	123	3 	 5.227109278669175 	 2 	 1.0	2.0	1.0	2	1	-1	-1	-999	-999	0.0	2.4292 	3.4821 	4.405 	5.872 	-999	-999	-999	-999	-999	2.5654 	4.5582 	5.2912 	6.9793 	-999	-999	-999	-999	-999	2.5782 	3.7077 	4.4145 	5.7451 	-999	-999	-999	-999	-999	2	0	0
55	a99	c	circle	8	0.2935546874999915	-1	83	3 	 5.668354794089157 	 3 	 1.0	7.0	7.0	2	-1	1	-1	-999	-999	0.0	2.39 	3.3696 	4.2932 	5.794 	6.6699 	-999	-999	-999	-999	2.8097 	3.8901 	4.6554 	5.8304 	7.6797 	-999	-999	-999	-999	2.6296 	3.631 	5.3659 	7.2388 	-999	-999	-999	-999	-999	3	0	0
56	a99	c	circle	8	0.44355468750001137	-1	116	0 	 4.2877010962753985 	 2 	 0.0	5.0	3.0	0	-1	1	-1	1.0	-999	-999	2.6608 	3.6911 	4.3791 	4.9366 	-999	-999	-999	-999	-999	1.7249 	2.268 	2.9301 	4.9231 	-999	-999	-999	-999	-999	2.4065 	3.7182 	5.321 	-999	-999	-999	-999	-999	-999	4	0	0
57	a99	c	circle	4	0.8435546875000028	1	117	3 	 5.416404567671886 	 3 	 0.0	1.0	3.0	0	1	-1	-1	-0.0	-999	-999	2.5597 	4.241 	4.7556 	6.4377 	-999	-999	-999	-999	-999	2.345 	4.0443 	4.9847 	5.6545 	7.1702 	-999	-999	-999	-999	2.8378 	3.3938 	4.6309 	6.2655 	-999	-999	-999	-999	-999	4	0	0
58	a99	c	circle	4	0.1	1	87	3 	 4.075497871039602 	 3 	 1.0	2.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.7411 	3.6095 	5.1826 	-999	-999	-999	-999	-999	-999	1.9646 	3.3175 	5.1477 	-999	-999	-999	-999	-999	-999	2.1803 	3.0788 	4.543 	-999	-999	-999	-999	-999	-999	1	0	0
59	a99	c	circle	4	0.1	-1	90	3 	 4.828850168292387 	 3 	 2.0	3.0	2.0	1	-1	1	-1	-999	-0.0	-999	1.7202 	3.2475 	4.1041 	5.0056 	5.5296 	-999	-999	-999	-999	2.0507 	2.888 	4.4978 	5.2152 	-999	-999	-999	-999	-999	2.0149 	2.9643 	4.6477 	5.4469 	-999	-999	-999	-999	-999	4	0	0
60	a99	c	circle	8	0.2935546874999915	1	115	3 	 4.898295027223183 	 3 	 2.0	2.0	0.0	0	1	-1	-1	0.0	-999	-999	3.0122 	3.7366 	5.6883 	-999	-999	-999	-999	-999	-999	1.8059 	3.061 	4.6322 	6.5704 	-999	-999	-999	-999	-999	2.5015 	4.3035 	5.6926 	-999	-999	-999	-999	-999	-999	4	0	0
61	a99	c	circle	4	0.8435546875000028	1	88	3 	 4.865107483871149 	 3 	 3.0	2.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.2506 	4.1891 	4.7729 	5.8862 	-999	-999	-999	-999	-999	2.0474 	3.1574 	3.798 	4.9434 	6.8853 	-999	-999	-999	-999	2.9937 	3.7037 	5.1318 	6.0079 	-999	-999	-999	-999	-999	1	0	0
62	a99	c	circle	4	0.9435546874999972	-1	118	3 	 4.2052828865627045 	 2 	 1.0	3.0	-999.0	1	-1	1	-1	-999	-0.0	-999	1.7936 	2.5439 	4.4091 	5.45 	-999	-999	-999	-999	-999	2.7148 	4.4711 	5.6048 	-999	-999	-999	-999	-999	-999	2.1214 	3.3473 	4.8444 	-999	-999	-999	-999	-999	-999	0	0	0
63	a99	c	circle	8	0.1	1	98	3 	 4.574642442745043 	 3 	 7.0	3.0	3.0	2	1	-1	-1	-999	-999	-0.0	1.7409 	2.9994 	4.5526 	6.5221 	-999	-999	-999	-999	-999	2.1515 	3.7999 	4.3629 	5.7352 	-999	-999	-999	-999	-999	2.1935 	3.6165 	5.3887 	-999	-999	-999	-999	-999	-999	3	0	0
64	a99	c	circle	8	0.34355468750001705	-1	80	0 	 4.740948756218431 	 2 	 0.0	7.0	2.0	1	-1	1	-1	-999	-1.0	-999	1.945 	3.3295 	4.2128 	4.9416 	6.7072 	-999	-999	-999	-999	2.3925 	2.8993 	4.7508 	6.2709 	-999	-999	-999	-999	-999	1.9854 	3.2071 	3.9266 	4.7086 	5.5887 	-999	-999	-999	-999	1	0	0
65	a99	c	circle	4	0.1	-1	92	3 	 3.735710969995553 	 2 	 3.0	0.0	3.0	0	-1	1	-1	0.0	-999	-999	2.6663 	4.1982 	-999	-999	-999	-999	-999	-999	-999	2.4209 	4.1231 	-999	-999	-999	-999	-999	-999	-999	2.1141 	3.5976 	4.3342 	-999	-999	-999	-999	-999	-999	1	0	0
66	a99	c	circle	4	0.8435546875000028	-1	98	0 	 3.554432011890224 	 3 	 0.0	3.0	2.0	0	-1	1	-1	1.0	-999	-999	2.2805 	4.0453 	-999	-999	-999	-999	-999	-999	-999	3.1339 	4.6994 	-999	-999	-999	-999	-999	-999	-999	3.0255 	3.7546 	5.0298 	-999	-999	-999	-999	-999	-999	5	0	0
67	a99	c	circle	8	0.34355468749998863	-1	113	0 	 5.307967309741617 	 3 	 5.0	1.0	5.0	2	-1	1	-1	-999	-999	-3.0	1.9274 	3.1463 	4.0976 	4.8975 	5.4787 	6.941 	-999	-999	-999	1.9522 	3.7207 	5.4744 	6.9149 	-999	-999	-999	-999	-999	3.0083 	4.917 	5.8339 	-999	-999	-999	-999	-999	-999	1	0	0
68	a99	c	circle	8	0.2935546874999915	1	112	0 	 4.817278827729331 	 3 	 3.0	2.0	4.0	2	1	-1	-1	-999	-999	-1.0	3.1796 	3.8067 	5.6574 	-999	-999	-999	-999	-999	-999	2.7803 	3.772 	5.1819 	-999	-999	-999	-999	-999	-999	2.0712 	3.6404 	5.4278 	-999	-999	-999	-999	-999	-999	3	0	0
