trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue
69	a99	a	circle	4	0.4548437499999807	-1	124	3 	 5.438626864539583 	 3 	 1.0	0.0	2.0	1	-1	1	-1	-999	0.0	-999	3.1495 	5.1233 	6.4693 	-999	-999	-999	-999	-999	-999	1.7489 	3.2784 	3.9011 	5.3021 	6.2628 	-999	-999	-999	-999	2.4873 	3.2717 	3.9806 	4.99 	5.9232 	-999	-999	-999	-999	1	0	0
70	a99	a	circle	4	0.4548437499999807	1	123	3 	 5.43004730496968 	 3 	 2.0	2.0	1.0	0	1	-1	-1	-0.0	-999	-999	1.8548 	2.806 	3.9473 	5.6768 	6.8497 	-999	-999	-999	-999	3.0427 	4.521 	5.9325 	-999	-999	-999	-999	-999	-999	2.8172 	4.3919 	6.0408 	-999	-999	-999	-999	-999	-999	2	0	0
71	a99	a	circle	8	0.25484374999999204	1	82	3 	 4.162634831334279 	 3 	 1.0	3.0	6.0	2	1	-1	-1	-999	-999	-0.0	2.0311 	2.6987 	3.3128 	3.9626 	5.093 	-999	-999	-999	-999	2.1995 	3.9785 	5.3533 	-999	-999	-999	-999	-999	-999	2.2479 	2.868 	4.7104 	-999	-999	-999	-999	-999	-999	2	0	0
72	a99	a	circle	4	0.25484375000000625	-1	98	3 	 5.287058251415998 	 2 	 0.0	2.0	0.0	1	-1	1	-1	-999	0.0	-999	3.156 	4.8448 	6.7543 	-999	-999	-999	-999	-999	-999	2.5493 	3.1372 	4.1316 	4.702 	6.5363 	-999	-999	-999	-999	2.5011 	4.3744 	5.9542 	-999	-999	-999	-999	-999	-999	3	0	0
73	a99	a	circle	8	0.1	-1	100	3 	 4.630851875914345 	 3 	 1.0	5.0	6.0	1	-1	1	-1	-999	0.0	-999	3.0214 	3.7145 	5.646 	-999	-999	-999	-999	-999	-999	2.0422 	2.9038 	4.8878 	6.0782 	-999	-999	-999	-999	-999	2.4871 	3.1306 	3.9453 	4.948 	-999	-999	-999	-999	-999	2	0	0
74	a99	a	circle	8	0.25484375000002046	-1	125	3 	 3.2282374978899315 	 2 	 3.0	6.0	1.0	1	-1	1	-1	-999	-0.0	-999	1.876 	2.8733 	4.5897 	-999	-999	-999	-999	-999	-999	2.6528 	4.0012 	-999	-999	-999	-999	-999	-999	-999	2.0073 	3.5219 	4.2413 	-999	-999	-999	-999	-999	-999	2	0	0
75	a99	a	circle	8	0.25484375000002046	-1	113	3 	 3.726372212319472 	 2 	 4.0	3.0	4.0	0	-1	1	-1	0.0	-999	-999	3.1357 	4.5404 	-999	-999	-999	-999	-999	-999	-999	2.8424 	4.8197 	-999	-999	-999	-999	-999	-999	-999	2.7774 	3.7081 	5.3291 	-999	-999	-999	-999	-999	-999	1	0	0
76	a99	a	circle	8	0.25484375000002046	1	99	3 	 5.131076177427335 	 2 	 5.0	6.0	7.0	0	1	-1	-1	-0.0	-999	-999	1.8052 	3.4589 	4.0555 	6.0063 	-999	-999	-999	-999	-999	2.2313 	3.466 	5.1009 	6.0191 	-999	-999	-999	-999	-999	2.7868 	3.4698 	4.5543 	6.3335 	-999	-999	-999	-999	-999	1	0	0
77	a99	a	circle	4	0.02	1	87	3 	 3.2073414793158808 	 3 	 1.0	0.0	0.0	2	1	-1	-1	-999	-999	0.0	2.3978 	2.9399 	4.7928 	-999	-999	-999	-999	-999	-999	1.9948 	3.9518 	-999	-999	-999	-999	-999	-999	-999	2.3518 	4.1249 	-999	-999	-999	-999	-999	-999	-999	2	0	0
78	a99	a	circle	4	0.25484375000000625	1	110	3 	 4.947421983031763 	 2 	 0.0	0.0	3.0	1	1	-1	-1	-999	-0.0	-999	2.1429 	3.3619 	3.9312 	5.7609 	-999	-999	-999	-999	-999	2.8267 	3.3797 	4.4078 	5.0722 	5.8607 	-999	-999	-999	-999	1.8866 	3.347 	4.3896 	5.0978 	5.6924 	-999	-999	-999	-999	3	0	0
79	a99	a	circle	4	0.4548437500000091	1	120	3 	 4.092582283074653 	 2 	 0.0	1.0	2.0	2	1	-1	-1	-999	-999	0.0	2.6179 	4.4352 	-999	-999	-999	-999	-999	-999	-999	3.1234 	3.6475 	4.5118 	-999	-999	-999	-999	-999	-999	2.208 	3.1112 	3.9083 	4.7804 	-999	-999	-999	-999	-999	2	0	0
80	a99	a	circle	8	0.3548437500000148	-1	82	0 	 3.889220379839834 	 2 	 4.0	6.0	6.0	0	-1	1	-1	-1.0	-999	-999	2.6208 	3.9744 	5.6047 	-999	-999	-999	-999	-999	-999	1.9123 	2.6342 	3.5404 	4.9486 	-999	-999	-999	-999	-999	3.0491 	3.9768 	4.4991 	-999	-999	-999	-999	-999	-999	5	0	0
81	a99	a	circle	4	0.4548437499999807	-1	114	3 	 5.436809610719979 	 3 	 2.0	1.0	1.0	0	-1	1	-1	0.0	-999	-999	1.8101 	3.7468 	5.2663 	7.2537 	-999	-999	-999	-999	-999	2.7188 	4.7022 	6.1347 	-999	-999	-999	-999	-999	-999	2.5025 	3.9757 	4.5705 	5.6818 	6.914 	-999	-999	-999	-999	1	0	0
82	a99	a	circle	4	0.554843749999975	1	115	0 	 3.7024958649074056 	 3 	 1.0	0.0	2.0	0	1	-1	-1	1.0	-999	-999	3.1742 	4.1484 	-999	-999	-999	-999	-999	-999	-999	2.4993 	4.1409 	-999	-999	-999	-999	-999	-999	-999	2.5347 	3.2565 	3.8024 	4.9883 	-999	-999	-999	-999	-999	4	0	0
83	a99	a	circle	4	0.1	-1	117	3 	 5.251615680615118 	 3 	 2.0	1.0	3.0	1	-1	1	-1	-999	-0.0	-999	2.3749 	4.1638 	4.6682 	6.3019 	-999	-999	-999	-999	-999	2.5411 	3.8528 	5.075 	5.9862 	-999	-999	-999	-999	-999	3.1149 	4.4068 	5.1287 	6.1739 	-999	-999	-999	-999	-999	4	0	0
84	a99	a	circle	8	0.25484374999999204	-1	107	3 	 4.226277771202045 	 3 	 5.0	4.0	0.0	1	-1	1	-1	-999	-0.0	-999	2.96 	3.9216 	5.0412 	-999	-999	-999	-999	-999	-999	1.8783 	2.7482 	4.0893 	5.2035 	-999	-999	-999	-999	-999	1.9189 	3.8876 	4.8896 	-999	-999	-999	-999	-999	-999	3	0	0
85	a99	a	circle	4	0.4548437500000091	-1	105	3 	 3.3282293509687233 	 2 	 1.0	3.0	3.0	0	-1	1	-1	-0.0	-999	-999	2.0046 	3.1562 	5.0595 	-999	-999	-999	-999	-999	-999	1.7296 	3.6493 	-999	-999	-999	-999	-999	-999	-999	2.5828 	3.4047 	4.0762 	-999	-999	-999	-999	-999	-999	3	0	0
86	a99	a	circle	8	0.3048437499999892	-1	129	0 	 4.027032459296367 	 3 	 2.0	4.0	3.0	0	-1	1	-1	-1.0	-999	-999	1.7804 	3.2762 	4.4103 	-999	-999	-999	-999	-999	-999	2.7466 	3.4278 	4.0912 	4.9339 	-999	-999	-999	-999	-999	2.302 	3.6019 	5.2863 	-999	-999	-999	-999	-999	-999	2	0	0
87	a99	a	circle	8	0.3048437500000176	1	110	3 	 4.2291017396049195 	 2 	 1.0	0.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.5468 	4.3523 	6.0468 	-999	-999	-999	-999	-999	-999	2.6712 	3.9061 	4.6663 	-999	-999	-999	-999	-999	-999	1.8862 	2.9435 	3.6481 	5.6187 	-999	-999	-999	-999	-999	4	0	0
88	a99	a	circle	8	0.02	-1	89	3 	 3.202571596663739 	 2 	 2.0	6.0	1.0	2	-1	1	-1	-999	-999	0.0	2.4163 	3.4841 	5.3105 	-999	-999	-999	-999	-999	-999	2.1592 	3.4362 	4.9086 	-999	-999	-999	-999	-999	-999	2.7972 	4.3372 	-999	-999	-999	-999	-999	-999	-999	1	0	0
89	a99	a	circle	4	0.4548437500000091	1	89	3 	 4.387132802599621 	 2 	 1.0	2.0	2.0	1	1	-1	-1	-999	-0.0	-999	2.5099 	4.1917 	5.4964 	-999	-999	-999	-999	-999	-999	2.0339 	3.3985 	5.2559 	-999	-999	-999	-999	-999	-999	2.8712 	4.8707 	-999	-999	-999	-999	-999	-999	-999	5	0	0
90	a99	a	circle	4	0.6548437500000119	1	119	0 	 3.569432235970781 	 2 	 0.0	1.0	3.0	1	1	-1	-1	-999	-2.0	-999	1.8167 	3.345 	3.9392 	-999	-999	-999	-999	-999	-999	1.9267 	2.943 	4.9376 	-999	-999	-999	-999	-999	-999	3.1432 	4.8236 	-999	-999	-999	-999	-999	-999	-999	3	0	0
91	a99	a	circle	8	0.1	1	114	3 	 5.560209624289636 	 3 	 6.0	3.0	0.0	2	1	-1	-1	-999	-999	0.0	1.8604 	3.8072 	4.5994 	6.3993 	-999	-999	-999	-999	-999	2.1329 	3.1091 	4.5163 	6.4131 	-999	-999	-999	-999	-999	2.8193 	3.9931 	4.6096 	5.9606 	-999	-999	-999	-999	-999	2	0	0
92	a99	a	circle	4	0.5548437500000176	-1	91	3 	 5.275466053286816 	 2 	 1.0	1.0	1.0	2	-1	1	-1	-999	-999	0.0	1.8789 	2.931 	4.2313 	5.1324 	5.9075 	-999	-999	-999	-999	2.0432 	2.8686 	4.5266 	6.0283 	-999	-999	-999	-999	-999	2.5736 	3.7141 	4.5836 	5.6564 	-999	-999	-999	-999	-999	3	0	0
93	a99	a	circle	4	0.4548437499999807	-1	108	3 	 3.3318726871749624 	 3 	 1.0	1.0	3.0	0	-1	1	-1	0.0	-999	-999	3.169 	4.9955 	-999	-999	-999	-999	-999	-999	-999	2.773 	4.5481 	-999	-999	-999	-999	-999	-999	-999	2.103 	3.5879 	4.2377 	-999	-999	-999	-999	-999	-999	4	0	0
94	a99	a	circle	8	0.3048437500000176	-1	89	3 	 5.033460966230033 	 2 	 6.0	3.0	7.0	0	-1	1	-1	0.0	-999	-999	1.839 	3.4466 	4.8145 	5.4749 	-999	-999	-999	-999	-999	2.78 	4.7025 	5.9879 	-999	-999	-999	-999	-999	-999	2.7332 	4.179 	5.6442 	-999	-999	-999	-999	-999	-999	1	0	0
95	a99	a	circle	8	0.3048437500000176	1	110	0 	 5.632345769259743 	 2 	 4.0	4.0	3.0	2	1	-1	-1	-999	-999	1.0	1.7173 	3.5585 	5.073 	6.643 	-999	-999	-999	-999	-999	1.9123 	3.0632 	3.7872 	4.7273 	5.5677 	6.1688 	-999	-999	-999	2.9261 	4.7176 	6.2225 	-999	-999	-999	-999	-999	-999	2	0	0
96	a99	a	circle	8	0.25484375000002046	-1	100	3 	 3.7413872753161472 	 2 	 3.0	1.0	7.0	0	-1	1	-1	-0.0	-999	-999	2.1409 	3.6144 	4.1342 	-999	-999	-999	-999	-999	-999	2.4251 	3.2868 	5.1764 	-999	-999	-999	-999	-999	-999	1.8841 	2.6547 	4.0611 	-999	-999	-999	-999	-999	-999	2	0	0
97	a99	a	circle	8	0.25484374999999204	1	92	0 	 3.3501507847325764 	 3 	 5.0	4.0	1.0	0	1	-1	-1	-1.0	-999	-999	2.2511 	2.8255 	4.2246 	-999	-999	-999	-999	-999	-999	3.1912 	4.8029 	-999	-999	-999	-999	-999	-999	-999	2.9741 	4.2734 	-999	-999	-999	-999	-999	-999	-999	3	0	0
98	a99	a	circle	8	0.1	-1	121	3 	 3.8669728158380567 	 3 	 5.0	6.0	1.0	1	-1	1	-1	-999	0.0	-999	2.2856 	3.3206 	4.8213 	-999	-999	-999	-999	-999	-999	1.7692 	3.3916 	5.2572 	-999	-999	-999	-999	-999	-999	1.7172 	2.9572 	4.7407 	-999	-999	-999	-999	-999	-999	3	0	0
99	a99	a	circle	4	0.5548437500000176	1	105	3 	 5.21126412632213 	 2 	 2.0	1.0	2.0	0	1	-1	-1	-0.0	-999	-999	3.187 	4.6948 	5.3755 	6.4463 	-999	-999	-999	-999	-999	2.5557 	4.1679 	5.956 	-999	-999	-999	-999	-999	-999	2.4 	3.7193 	4.2323 	5.0529 	5.7654 	-999	-999	-999	-999	3	0	0
100	a99	a	circle	8	0.20484374999999488	-1	84	3 	 4.984374097272491 	 3 	 4.0	5.0	4.0	1	-1	1	-1	-999	0.0	-999	1.9195 	2.7961 	4.2343 	4.7802 	6.4992 	-999	-999	-999	-999	2.7574 	4.5003 	6.4298 	-999	-999	-999	-999	-999	-999	2.2236 	3.5406 	4.7238 	6.7076 	-999	-999	-999	-999	-999	3	0	0
101	a99	a	circle	8	0.20484374999999488	-1	80	3 	 3.2035205403278266 	 3 	 6.0	3.0	5.0	1	-1	1	-1	-999	-0.0	-999	1.9575 	2.889 	3.8292 	-999	-999	-999	-999	-999	-999	3.0281 	3.6631 	-999	-999	-999	-999	-999	-999	-999	1.8491 	3.5263 	-999	-999	-999	-999	-999	-999	-999	3	0	0
102	a99	a	circle	8	0.20484374999999488	1	96	3 	 4.156121689859853 	 3 	 1.0	2.0	4.0	0	1	-1	-1	0.0	-999	-999	2.2051 	3.8006 	5.3068 	-999	-999	-999	-999	-999	-999	2.4637 	3.0815 	4.9966 	-999	-999	-999	-999	-999	-999	2.6325 	3.7779 	4.8001 	-999	-999	-999	-999	-999	-999	4	0	0
103	a99	a	circle	8	0.25484375000002046	1	114	3 	 4.427909922422345 	 2 	 6.0	6.0	0.0	2	1	-1	-1	-999	-999	-0.0	1.8212 	3.4906 	4.9384 	-999	-999	-999	-999	-999	-999	2.3431 	3.8851 	4.4912 	5.3293 	-999	-999	-999	-999	-999	1.7406 	2.3429 	3.3933 	4.1815 	5.3982 	-999	-999	-999	-999	2	0	0
104	a99	a	circle	4	0.5548437500000176	-1	99	0 	 4.4198818200914864 	 2 	 2.0	0.0	2.0	0	-1	1	-1	-1.0	-999	-999	2.6444 	4.4227 	4.9584 	-999	-999	-999	-999	-999	-999	1.9512 	2.5156 	4.4998 	5.6207 	-999	-999	-999	-999	-999	2.7005 	4.4998 	5.5078 	-999	-999	-999	-999	-999	-999	5	0	0
105	a99	a	circle	8	0.25484375000002046	1	99	3 	 5.101462245226929 	 2 	 3.0	5.0	1.0	1	1	-1	-1	-999	0.0	-999	1.8498 	3.6823 	4.22 	5.9858 	-999	-999	-999	-999	-999	2.835 	3.9066 	4.8031 	6.0926 	-999	-999	-999	-999	-999	2.5846 	3.6453 	5.4597 	-999	-999	-999	-999	-999	-999	3	0	0
106	a99	a	circle	8	0.25484374999999204	1	125	3 	 3.298407075358723 	 3 	 0.0	7.0	5.0	0	1	-1	-1	0.0	-999	-999	2.5177 	3.3077 	4.3922 	-999	-999	-999	-999	-999	-999	3.0136 	4.4257 	-999	-999	-999	-999	-999	-999	-999	2.8865 	3.5766 	4.9247 	-999	-999	-999	-999	-999	-999	3	0	0
107	a99	a	circle	8	0.02	1	108	3 	 3.655309289131458 	 2 	 5.0	6.0	5.0	2	1	-1	-1	-999	-999	-0.0	1.9771 	3.8234 	4.7914 	-999	-999	-999	-999	-999	-999	3.1937 	4.661 	-999	-999	-999	-999	-999	-999	-999	2.1415 	3.555 	5.2206 	-999	-999	-999	-999	-999	-999	3	0	0
108	a99	a	circle	8	0.25484374999999204	1	107	3 	 3.468689147969628 	 3 	 1.0	7.0	2.0	1	1	-1	-1	-999	0.0	-999	1.9405 	3.9394 	-999	-999	-999	-999	-999	-999	-999	2.4343 	3.9452 	-999	-999	-999	-999	-999	-999	-999	2.852 	4.3967 	-999	-999	-999	-999	-999	-999	-999	2	0	0
109	a99	a	circle	4	0.4548437499999807	1	86	0 	 5.304465296203721 	 3 	 3.0	3.0	0.0	0	1	-1	-1	1.0	-999	-999	2.6717 	3.4791 	4.9465 	5.5336 	7.0511 	-999	-999	-999	-999	2.6556 	4.632 	5.1622 	6.4905 	-999	-999	-999	-999	-999	2.7347 	4.6608 	5.3275 	7.1 	-999	-999	-999	-999	-999	5	0	0
110	a99	a	circle	4	0.02	1	126	3 	 5.3025736496298315 	 3 	 2.0	0.0	2.0	1	1	-1	-1	-999	0.0	-999	1.8248 	2.4182 	3.5216 	4.5667 	5.6508 	-999	-999	-999	-999	2.603 	3.7546 	4.9889 	5.7877 	-999	-999	-999	-999	-999	2.626 	3.4002 	4.0375 	4.8921 	6.4681 	-999	-999	-999	-999	3	0	0
111	a99	a	circle	4	0.4548437500000233	-1	129	3 	 3.675441861576177 	 2 	 2.0	3.0	2.0	1	-1	1	-1	-999	0.0	-999	2.748 	3.9194 	5.24 	-999	-999	-999	-999	-999	-999	1.8543 	2.9817 	4.281 	-999	-999	-999	-999	-999	-999	1.8206 	2.4811 	3.991 	-999	-999	-999	-999	-999	-999	2	0	0
112	a99	a	circle	4	0.35484374999998636	-1	111	3 	 5.347266045461422 	 3 	 2.0	0.0	0.0	1	-1	1	-1	-999	-0.0	-999	2.6582 	3.338 	4.2691 	5.5479 	7.2384 	-999	-999	-999	-999	2.4343 	3.4702 	5.1373 	6.9881 	-999	-999	-999	-999	-999	2.1716 	4.0787 	5.5717 	6.1259 	-999	-999	-999	-999	-999	2	0	0
113	a99	a	circle	4	0.35484374999998636	1	84	3 	 3.7463655332427575 	 3 	 1.0	2.0	0.0	1	1	-1	-1	-999	-0.0	-999	3.1386 	4.6765 	-999	-999	-999	-999	-999	-999	-999	2.3753 	3.4539 	4.9748 	-999	-999	-999	-999	-999	-999	2.4457 	3.4396 	5.3518 	-999	-999	-999	-999	-999	-999	3	0	0
114	a99	a	circle	4	0.35484374999998636	1	105	3 	 4.570148792231813 	 3 	 2.0	1.0	0.0	1	1	-1	-1	-999	-0.0	-999	1.9628 	3.6279 	4.9356 	-999	-999	-999	-999	-999	-999	2.764 	4.2093 	5.1414 	-999	-999	-999	-999	-999	-999	2.9165 	3.8723 	5.4271 	-999	-999	-999	-999	-999	-999	2	0	0
115	a99	a	circle	4	0.02	-1	119	3 	 4.493976726479435 	 2 	 0.0	1.0	2.0	2	-1	1	-1	-999	-999	-0.0	1.7958 	3.1841 	4.5381 	5.2156 	-999	-999	-999	-999	-999	3.1814 	5.159 	-999	-999	-999	-999	-999	-999	-999	2.3945 	3.7465 	5.527 	-999	-999	-999	-999	-999	-999	2	0	0
116	a99	a	circle	4	0.4548437500000233	1	126	3 	 4.202415623748592 	 2 	 1.0	0.0	3.0	2	1	-1	-1	-999	-999	-0.0	1.7913 	2.4215 	4.0006 	5.5442 	-999	-999	-999	-999	-999	3.1442 	4.8035 	-999	-999	-999	-999	-999	-999	-999	2.6988 	3.9668 	4.6446 	-999	-999	-999	-999	-999	-999	1	0	0
117	a99	a	circle	8	0.3048437500000176	-1	99	3 	 5.545337794554212 	 2 	 6.0	2.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.1785 	3.175 	4.2366 	4.9746 	6.0163 	-999	-999	-999	-999	1.8179 	2.4431 	3.6203 	5.2837 	7.1005 	-999	-999	-999	-999	2.9717 	4.5296 	5.5552 	7.3461 	-999	-999	-999	-999	-999	2	0	0
118	a99	a	circle	4	0.4048437499999835	-1	124	3 	 3.7443915048645673 	 3 	 0.0	3.0	0.0	2	-1	1	-1	-999	-999	-0.0	2.9599 	4.4294 	-999	-999	-999	-999	-999	-999	-999	2.3468 	3.306 	4.8486 	-999	-999	-999	-999	-999	-999	1.904 	2.7116 	4.1566 	-999	-999	-999	-999	-999	-999	3	0	0
119	a99	a	circle	4	0.02	1	110	3 	 4.341011827834158 	 2 	 1.0	1.0	3.0	0	1	-1	-1	-0.0	-999	-999	2.5977 	3.1528 	3.83 	4.5974 	5.6875 	-999	-999	-999	-999	1.7452 	2.5358 	3.4947 	4.8726 	-999	-999	-999	-999	-999	3.0206 	4.3763 	6.0117 	-999	-999	-999	-999	-999	-999	1	0	0
