trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue
10	a99	a	circle	4	0.6548437499999977	-1	88	3 	 5.167682775383058 	 2 	 -999.0	3.0	1.0	2	-1	1	-1	-999	-999	-0.0	3.1549 	4.8654 	6.3294 	-999	-999	-999	-999	-999	-999	2.8947 	3.6748 	4.2719 	5.492 	-999	-999	-999	-999	-999	3.095 	4.4416 	5.4235 	7.3386 	-999	-999	-999	-999	-999	1	0	0
11	a99	a	circle	8	0.05484375000000341	-1	94	3 	 4.241958382372438 	 2 	 4.0	2.0	6.0	2	-1	1	-1	-999	-999	0.0	3.1244 	4.7007 	-999	-999	-999	-999	-999	-999	-999	2.3036 	3.5293 	4.6608 	-999	-999	-999	-999	-999	-999	1.9672 	2.4735 	4.1505 	4.8729 	-999	-999	-999	-999	-999	2	0	0
12	a99	a	circle	4	0.35484375000000057	1	98	3 	 5.319054340464512 	 3 	 1.0	2.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.2912 	3.9407 	4.7823 	5.7864 	-999	-999	-999	-999	-999	3.1069 	4.8332 	6.4121 	-999	-999	-999	-999	-999	-999	2.2438 	2.8335 	3.7575 	5.0244 	5.983 	-999	-999	-999	-999	2	0	0
13	a99	a	circle	4	0.9548437499999949	1	109	3 	 5.080093438141538 	 2 	 0.0	3.0	-999.0	1	1	-1	-1	-999	-0.0	-999	2.761 	3.6113 	5.1806 	6.6299 	-999	-999	-999	-999	-999	2.3487 	4.0039 	5.9926 	-999	-999	-999	-999	-999	-999	2.9983 	3.9372 	4.6312 	5.2832 	6.6557 	-999	-999	-999	-999	1	0	0
14	a99	a	circle	4	0.35484375000000057	-1	96	3 	 4.977270511363432 	 3 	 2.0	1.0	0.0	1	-1	1	-1	-999	-0.0	-999	2.2063 	3.3685 	5.1663 	6.5525 	-999	-999	-999	-999	-999	2.6728 	3.3272 	4.5072 	6.3046 	-999	-999	-999	-999	-999	2.7161 	3.6359 	4.7292 	5.3721 	-999	-999	-999	-999	-999	2	0	0
15	a99	a	circle	8	0.05484375000000341	-1	125	3 	 3.3952036653187756 	 2 	 6.0	1.0	5.0	0	-1	1	-1	0.0	-999	-999	2.7147 	3.9682 	-999	-999	-999	-999	-999	-999	-999	3.0699 	4.9782 	-999	-999	-999	-999	-999	-999	-999	1.7517 	3.1183 	4.848 	-999	-999	-999	-999	-999	-999	2	0	0
16	a99	a	circle	8	0.05484375000000341	-1	105	3 	 3.47031838326461 	 3 	 4.0	3.0	4.0	0	-1	1	-1	-0.0	-999	-999	2.4336 	3.2172 	3.9341 	-999	-999	-999	-999	-999	-999	2.0833 	2.7837 	3.5923 	5.2232 	-999	-999	-999	-999	-999	2.7103 	3.7849 	-999	-999	-999	-999	-999	-999	-999	1	0	0
17	a99	a	circle	4	1.254843749999992	1	109	0 	 5.290498636722964 	 2 	 0.0	0.0	1.0	1	1	-1	-1	-999	-1.0	-999	1.8675 	2.984 	3.6054 	5.4642 	6.4284 	-999	-999	-999	-999	3.1801 	4.4038 	5.2128 	6.267 	-999	-999	-999	-999	-999	1.8284 	3.0966 	4.6886 	5.3365 	6.5414 	-999	-999	-999	-999	1	0	0
18	a99	a	circle	4	0.9548437499999949	-1	87	0 	 4.064773286199655 	 2 	 0.0	1.0	0.0	2	-1	1	-1	-999	-999	-1.0	2.7844 	3.578 	5.0535 	-999	-999	-999	-999	-999	-999	2.153 	2.8701 	4.1466 	4.9333 	-999	-999	-999	-999	-999	2.5842 	4.0641 	5.4361 	-999	-999	-999	-999	-999	-999	4	0	0
19	a99	a	circle	8	0.35484375000000057	-1	82	0 	 4.976286402667925 	 3 	 1.0	6.0	2.0	2	-1	1	-1	-999	-999	-1.0	2.4996 	4.4883 	6.1271 	-999	-999	-999	-999	-999	-999	2.2438 	4.1118 	5.1407 	6.2701 	-999	-999	-999	-999	-999	1.7086 	2.7285 	3.5764 	4.6482 	6.4658 	-999	-999	-999	-999	5	0	0
20	a99	a	circle	8	0.05484375000000341	-1	97	3 	 3.2246871094388307 	 2 	 3.0	-999.0	6.0	2	-1	1	-1	-999	-999	-0.0	2.4423 	3.3076 	5.2327 	-999	-999	-999	-999	-999	-999	2.2845 	3.9331 	-999	-999	-999	-999	-999	-999	-999	1.7021 	3.4028 	5.2662 	-999	-999	-999	-999	-999	-999	1	0	0
21	a99	a	circle	4	0.1	1	96	3 	 3.8968643573836355 	 2 	 -999.0	0.0	2.0	2	1	-1	-1	-999	-999	0.0	2.6648 	3.6848 	4.9946 	-999	-999	-999	-999	-999	-999	2.479 	3.7051 	4.7493 	-999	-999	-999	-999	-999	-999	2.4327 	4.3157 	-999	-999	-999	-999	-999	-999	-999	1	0	0
22	a99	a	circle	4	0.35484375000000057	-1	99	0 	 5.465788357319617 	 3 	 0.0	1.0	3.0	0	-1	1	-1	2.0	-999	-999	2.4765 	4.25 	5.6109 	6.2662 	-999	-999	-999	-999	-999	3.1058 	4.1785 	5.1644 	6.333 	-999	-999	-999	-999	-999	2.1795 	3.0795 	4.5458 	5.5038 	6.1554 	-999	-999	-999	-999	5	0	0
23	a99	a	circle	8	0.15484374999999773	1	122	3 	 4.84309335208523 	 3 	 5.0	2.0	6.0	1	1	-1	-1	-999	0.0	-999	2.046 	3.0737 	4.6488 	6.0802 	-999	-999	-999	-999	-999	2.7545 	3.54 	4.8278 	6.7026 	-999	-999	-999	-999	-999	2.5911 	4.3921 	5.6927 	-999	-999	-999	-999	-999	-999	1	0	0
24	a99	a	circle	4	0.6548437499999977	1	84	3 	 3.853183302298403 	 2 	 -999.0	2.0	2.0	1	1	-1	-1	-999	-0.0	-999	2.6603 	3.8906 	4.8468 	-999	-999	-999	-999	-999	-999	1.8034 	3.4621 	5.1747 	-999	-999	-999	-999	-999	-999	2.9509 	4.7147 	-999	-999	-999	-999	-999	-999	-999	1	0	0
25	a99	a	circle	8	0.1	1	89	3 	 4.590906108485663 	 3 	 5.0	4.0	1.0	2	1	-1	-1	-999	-999	0.0	2.3697 	3.8609 	5.8199 	-999	-999	-999	-999	-999	-999	1.8337 	3.314 	4.0614 	4.9402 	-999	-999	-999	-999	-999	1.7525 	2.295 	3.8022 	4.946 	-999	-999	-999	-999	-999	3	0	0
26	a99	a	circle	4	0.6548437499999977	1	124	0 	 5.687750497817608 	 2 	 2.0	2.0	1.0	0	1	-1	-1	1.0	-999	-999	3.0959 	4.1546 	5.8482 	7.2256 	-999	-999	-999	-999	-999	2.1022 	4.0362 	4.893 	5.4036 	7.224 	-999	-999	-999	-999	2.9196 	4.5193 	5.9601 	6.953 	-999	-999	-999	-999	-999	2	0	0
27	a99	a	circle	8	0.25484375000000625	1	96	3 	 3.376783666926485 	 2 	 1.0	3.0	6.0	1	1	-1	-1	-999	-0.0	-999	2.7612 	4.0317 	-999	-999	-999	-999	-999	-999	-999	1.9503 	2.8037 	3.7905 	-999	-999	-999	-999	-999	-999	2.6106 	4.5664 	-999	-999	-999	-999	-999	-999	-999	4	0	0
28	a99	a	circle	4	0.1	-1	112	3 	 3.601216946540241 	 3 	 3.0	2.0	2.0	1	-1	1	-1	-999	0.0	-999	2.2416 	3.267 	3.7917 	4.699 	-999	-999	-999	-999	-999	2.4522 	3.7012 	4.2128 	-999	-999	-999	-999	-999	-999	2.0195 	3.4245 	5.1871 	-999	-999	-999	-999	-999	-999	3	0	0
29	a99	a	circle	4	0.15484374999999773	1	107	3 	 5.2003767976982065 	 3 	 0.0	3.0	3.0	1	1	-1	-1	-999	0.0	-999	1.8195 	3.7953 	5.1611 	7.1036 	-999	-999	-999	-999	-999	1.7971 	3.1076 	4.9897 	6.0351 	-999	-999	-999	-999	-999	2.2661 	3.0118 	3.5635 	5.1567 	5.9876 	-999	-999	-999	-999	3	0	0
30	a99	a	circle	8	0.25484375000000625	1	82	3 	 5.25963043971886 	 2 	 1.0	3.0	-999.0	0	1	-1	-1	-0.0	-999	-999	1.9557 	3.2894 	4.2873 	6.2088 	-999	-999	-999	-999	-999	2.3625 	3.3634 	4.3236 	5.5423 	6.6606 	-999	-999	-999	-999	2.9986 	4.9509 	6.0691 	-999	-999	-999	-999	-999	-999	1	0	0
31	a99	a	circle	4	0.15484374999999773	-1	82	3 	 3.226941694418612 	 3 	 1.0	0.0	0.0	1	-1	1	-1	-999	0.0	-999	2.1699 	3.9384 	-999	-999	-999	-999	-999	-999	-999	1.7645 	3.0649 	3.6313 	-999	-999	-999	-999	-999	-999	2.5785 	3.4007 	4.0915 	-999	-999	-999	-999	-999	-999	3	0	0
32	a99	a	circle	8	0.15484374999999773	-1	128	3 	 4.838458072741632 	 3 	 1.0	4.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.0649 	2.5958 	3.4418 	4.7189 	6.5736 	-999	-999	-999	-999	2.1929 	2.9351 	3.497 	4.4212 	5.7147 	-999	-999	-999	-999	2.9501 	3.7172 	5.1899 	-999	-999	-999	-999	-999	-999	2	0	0
33	a99	a	circle	4	0.35484375000000057	-1	94	3 	 4.835675598967124 	 2 	 1.0	2.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.6641 	4.5502 	6.3984 	-999	-999	-999	-999	-999	-999	1.8277 	3.5894 	5.565 	-999	-999	-999	-999	-999	-999	3.1752 	5.155 	-999	-999	-999	-999	-999	-999	-999	2	0	0
34	a99	a	circle	4	0.15484374999999773	1	123	3 	 3.6285666364169353 	 3 	 0.0	3.0	3.0	1	1	-1	-1	-999	-0.0	-999	2.3514 	3.6917 	4.5195 	-999	-999	-999	-999	-999	-999	1.7465 	3.2746 	4.4319 	-999	-999	-999	-999	-999	-999	2.2974 	4.2809 	-999	-999	-999	-999	-999	-999	-999	5	0	0
35	a99	a	circle	8	0.1	-1	127	3 	 3.9725471207448777 	 3 	 1.0	4.0	3.0	0	-1	1	-1	0.0	-999	-999	3.1557 	5.0048 	-999	-999	-999	-999	-999	-999	-999	2.3229 	3.0912 	4.9332 	-999	-999	-999	-999	-999	-999	2.0793 	2.8102 	4.6375 	-999	-999	-999	-999	-999	-999	3	0	0
36	a99	a	circle	8	0.15484374999999773	1	112	3 	 4.733744526629842 	 3 	 3.0	4.0	6.0	2	1	-1	-1	-999	-999	-0.0	2.0999 	3.4214 	5.4081 	-999	-999	-999	-999	-999	-999	2.0103 	2.7635 	3.2773 	4.1608 	5.7512 	-999	-999	-999	-999	1.7567 	3.473 	5.26 	-999	-999	-999	-999	-999	-999	3	0	0
37	a99	a	circle	8	0.25484374999999204	-1	81	3 	 5.385681231211984 	 3 	 5.0	6.0	0.0	2	-1	1	-1	-999	-999	0.0	2.9072 	4.364 	5.8052 	-999	-999	-999	-999	-999	-999	2.5432 	3.9493 	4.8101 	5.8608 	-999	-999	-999	-999	-999	2.6455 	4.3264 	5.5072 	6.7127 	-999	-999	-999	-999	-999	3	0	0
38	a99	a	circle	4	0.1	-1	117	3 	 3.7682843662578023 	 2 	 -999.0	1.0	1.0	2	-1	1	-1	-999	-999	0.0	2.0855 	3.9851 	4.7494 	-999	-999	-999	-999	-999	-999	2.8728 	4.2693 	-999	-999	-999	-999	-999	-999	-999	3.0205 	4.5752 	-999	-999	-999	-999	-999	-999	-999	1	0	0
39	a99	a	circle	8	0.25484374999999204	1	103	0 	 4.658825000307003 	 3 	 7.0	1.0	3.0	0	1	-1	-1	-1.0	-999	-999	2.6677 	4.3626 	5.9063 	-999	-999	-999	-999	-999	-999	1.8646 	2.6209 	4.4727 	5.7227 	-999	-999	-999	-999	-999	2.9535 	4.1587 	5.1054 	-999	-999	-999	-999	-999	-999	2	0	0
40	a99	a	circle	8	0.02	1	122	3 	 4.798243425308 	 3 	 0.0	1.0	6.0	1	1	-1	-1	-999	-0.0	-999	1.8035 	3.7872 	5.6231 	-999	-999	-999	-999	-999	-999	3.1605 	4.9852 	6.4491 	-999	-999	-999	-999	-999	-999	3.182 	5.1683 	-999	-999	-999	-999	-999	-999	-999	2	0	0
41	a99	a	circle	8	0.15484374999999773	1	101	3 	 4.040851908403091 	 3 	 1.0	6.0	5.0	2	1	-1	-1	-999	-999	0.0	2.3495 	4.127 	5.0754 	-999	-999	-999	-999	-999	-999	2.1465 	3.767 	4.4471 	-999	-999	-999	-999	-999	-999	3.1012 	5.025 	-999	-999	-999	-999	-999	-999	-999	1	0	0
42	a99	a	circle	8	0.25484375000000625	-1	99	3 	 5.243224864054998 	 2 	 4.0	3.0	7.0	2	-1	1	-1	-999	-999	-0.0	3.0614 	4.0999 	5.8865 	-999	-999	-999	-999	-999	-999	2.3441 	4.0918 	4.644 	6.5233 	-999	-999	-999	-999	-999	2.5535 	3.7519 	4.4698 	5.2183 	6.709 	-999	-999	-999	-999	1	0	0
43	a99	a	circle	4	0.1	1	123	3 	 3.2005356698252734 	 2 	 -999.0	0.0	1.0	2	1	-1	-1	-999	-999	-0.0	1.7243 	3.0795 	4.7536 	-999	-999	-999	-999	-999	-999	2.1072 	2.8368 	3.7836 	-999	-999	-999	-999	-999	-999	1.9533 	3.2288 	4.8353 	-999	-999	-999	-999	-999	-999	1	0	0
44	a99	a	circle	8	0.15484374999999773	-1	89	3 	 5.196923555838888 	 3 	 5.0	5.0	6.0	2	-1	1	-1	-999	-999	-0.0	2.144 	2.972 	4.6038 	5.2698 	7.2455 	-999	-999	-999	-999	2.0073 	2.7012 	4.1288 	4.9431 	6.0534 	-999	-999	-999	-999	1.7005 	2.3682 	3.9676 	4.883 	6.3043 	-999	-999	-999	-999	4	0	0
45	a99	a	circle	8	0.4548437500000091	1	97	3 	 3.7596127820967977 	 2 	 3.0	3.0	4.0	0	1	-1	-1	0.0	-999	-999	2.3973 	3.298 	4.233 	-999	-999	-999	-999	-999	-999	1.9867 	3.7056 	4.3703 	-999	-999	-999	-999	-999	-999	2.459 	2.9602 	4.657 	-999	-999	-999	-999	-999	-999	5	0	0
46	a99	a	circle	8	0.15484374999999773	-1	110	3 	 5.492911372250537 	 3 	 5.0	4.0	1.0	2	-1	1	-1	-999	-999	0.0	2.5637 	3.1996 	4.2927 	5.8431 	-999	-999	-999	-999	-999	3.0045 	4.9633 	6.198 	-999	-999	-999	-999	-999	-999	2.1474 	3.8229 	4.7485 	6.1906 	-999	-999	-999	-999	-999	1	0	0
47	a99	a	circle	8	0.1	-1	115	3 	 3.3287767228300527 	 2 	 2.0	0.0	5.0	2	-1	1	-1	-999	-999	0.0	1.9595 	3.9286 	-999	-999	-999	-999	-999	-999	-999	2.1218 	3.0596 	4.6905 	-999	-999	-999	-999	-999	-999	1.9421 	2.9276 	3.4388 	4.0745 	-999	-999	-999	-999	-999	4	0	0
48	a99	a	circle	4	0.25484374999999204	1	109	3 	 3.736492103185027 	 3 	 2.0	3.0	3.0	0	1	-1	-1	0.0	-999	-999	1.7976 	2.5665 	4.4762 	-999	-999	-999	-999	-999	-999	2.6376 	4.3593 	-999	-999	-999	-999	-999	-999	-999	2.0673 	3.1723 	4.6599 	-999	-999	-999	-999	-999	-999	3	0	0
49	a99	a	circle	4	0.25484374999999204	-1	89	3 	 4.454403689125051 	 3 	 2.0	3.0	1.0	0	-1	1	-1	0.0	-999	-999	1.7107 	3.0218 	3.9859 	5.2003 	-999	-999	-999	-999	-999	2.2751 	3.1572 	4.4141 	5.7299 	-999	-999	-999	-999	-999	2.7362 	3.8556 	4.9789 	-999	-999	-999	-999	-999	-999	2	0	0
50	a99	a	circle	8	0.4548437500000091	-1	93	0 	 4.3566522440801485 	 2 	 6.0	6.0	2.0	2	-1	1	-1	-999	-999	1.0	2.9758 	4.206 	5.1585 	-999	-999	-999	-999	-999	-999	1.7093 	2.842 	4.6239 	6.2793 	-999	-999	-999	-999	-999	2.8866 	4.227 	4.9702 	-999	-999	-999	-999	-999	-999	4	0	0
51	a99	a	circle	8	0.20484374999999488	-1	99	3 	 3.9564858605150395 	 3 	 2.0	1.0	0.0	2	-1	1	-1	-999	-999	-0.0	2.8019 	3.4747 	4.4748 	-999	-999	-999	-999	-999	-999	2.522 	4.4843 	-999	-999	-999	-999	-999	-999	-999	1.831 	2.964 	4.3511 	-999	-999	-999	-999	-999	-999	2	0	0
52	a99	a	circle	4	0.35484375000000057	1	112	0 	 3.885186727226293 	 2 	 0.0	2.0	2.0	0	1	-1	-1	2.0	-999	-999	2.3927 	3.6445 	4.6984 	-999	-999	-999	-999	-999	-999	1.9244 	2.7864 	3.9619 	4.8686 	-999	-999	-999	-999	-999	2.3864 	3.8849 	5.4786 	-999	-999	-999	-999	-999	-999	1	0	0
53	a99	a	circle	8	0.3548437500000148	1	92	3 	 3.4509928680994104 	 2 	 6.0	6.0	6.0	2	1	-1	-1	-999	-999	0.0	2.2622 	3.846 	-999	-999	-999	-999	-999	-999	-999	3.0341 	3.9298 	-999	-999	-999	-999	-999	-999	-999	2.3591 	4.0948 	-999	-999	-999	-999	-999	-999	-999	3	0	0
54	a99	a	circle	4	0.02	-1	129	3 	 4.959957049545016 	 3 	 1.0	0.0	1.0	2	-1	1	-1	-999	-999	-0.0	2.6758 	4.2381 	5.2244 	6.0813 	-999	-999	-999	-999	-999	2.6446 	4.6435 	5.9448 	-999	-999	-999	-999	-999	-999	1.721 	3.6502 	5.4219 	-999	-999	-999	-999	-999	-999	7	0	0
55	a99	a	circle	8	0.02	1	86	3 	 4.684665567614186 	 2 	 2.0	7.0	3.0	1	1	-1	-1	-999	-0.0	-999	2.0763 	2.584 	3.7964 	5.6908 	-999	-999	-999	-999	-999	2.0139 	3.4905 	5.3182 	-999	-999	-999	-999	-999	-999	1.766 	2.3857 	3.3926 	4.9359 	6.1475 	-999	-999	-999	-999	4	0	0
56	a99	a	circle	8	0.20484374999999488	1	123	3 	 4.212884517778761 	 3 	 1.0	5.0	4.0	0	1	-1	-1	-0.0	-999	-999	2.039 	3.1756 	4.2438 	5.8903 	-999	-999	-999	-999	-999	2.8773 	3.6183 	5.2349 	-999	-999	-999	-999	-999	-999	3.1409 	4.8483 	-999	-999	-999	-999	-999	-999	-999	2	0	0
57	a99	a	circle	4	0.25484374999999204	1	97	3 	 3.7900122099687232 	 3 	 3.0	3.0	2.0	0	1	-1	-1	0.0	-999	-999	2.2458 	3.6771 	5.496 	-999	-999	-999	-999	-999	-999	2.2925 	4.0475 	4.9302 	-999	-999	-999	-999	-999	-999	1.9259 	3.8582 	5.0765 	-999	-999	-999	-999	-999	-999	2	0	0
58	a99	a	circle	8	0.20484374999999488	1	94	3 	 5.045331711779523 	 3 	 0.0	3.0	7.0	2	1	-1	-1	-999	-999	-0.0	2.8419 	4.6976 	5.6212 	-999	-999	-999	-999	-999	-999	1.9555 	2.8317 	3.6094 	4.4115 	5.926 	-999	-999	-999	-999	2.7819 	4.5388 	5.6081 	-999	-999	-999	-999	-999	-999	1	0	0
59	a99	a	circle	4	0.02	-1	121	3 	 4.419156439024585 	 2 	 1.0	1.0	1.0	1	-1	1	-1	-999	0.0	-999	2.7944 	3.7737 	5.3165 	-999	-999	-999	-999	-999	-999	2.5733 	4.1311 	6.1068 	-999	-999	-999	-999	-999	-999	2.2376 	2.9247 	4.8424 	-999	-999	-999	-999	-999	-999	2	0	0
60	a99	a	circle	4	0.35484374999998636	1	120	3 	 4.068625429415625 	 3 	 3.0	3.0	0.0	1	1	-1	-1	-999	-0.0	-999	2.4219 	3.942 	5.0546 	-999	-999	-999	-999	-999	-999	3.1511 	3.9264 	5.5687 	-999	-999	-999	-999	-999	-999	2.279 	2.9308 	3.7059 	4.6541 	-999	-999	-999	-999	-999	1	0	0
61	a99	a	circle	4	0.35484374999998636	-1	117	3 	 5.113972078896246 	 3 	 2.0	3.0	2.0	0	-1	1	-1	-0.0	-999	-999	2.1678 	2.6824 	3.4182 	5.298 	5.8935 	-999	-999	-999	-999	2.3076 	4.2126 	6.0714 	-999	-999	-999	-999	-999	-999	1.8339 	2.8283 	3.5313 	4.5057 	6.0233 	-999	-999	-999	-999	1	0	0
62	a99	a	circle	4	0.05484375000000341	-1	106	3 	 5.381578362325928 	 2 	 2.0	0.0	1.0	1	-1	1	-1	-999	0.0	-999	2.6437 	3.2676 	3.8115 	5.3187 	6.1076 	-999	-999	-999	-999	2.8975 	4.7486 	6.5315 	-999	-999	-999	-999	-999	-999	2.3366 	3.3671 	5.2388 	6.7334 	-999	-999	-999	-999	-999	1	0	0
63	a99	a	circle	4	0.05484375000000341	-1	96	3 	 4.252020298113679 	 2 	 1.0	1.0	3.0	2	-1	1	-1	-999	-999	0.0	2.1628 	3.209 	3.9372 	4.9765 	-999	-999	-999	-999	-999	2.8695 	4.2839 	5.3545 	-999	-999	-999	-999	-999	-999	2.4006 	3.3075 	4.338 	5.609 	-999	-999	-999	-999	-999	3	0	0
64	a99	a	circle	8	0.3548437500000148	1	97	0 	 3.266075934189766 	 2 	 6.0	3.0	5.0	0	1	-1	-1	2.0	-999	-999	3.0741 	4.3931 	-999	-999	-999	-999	-999	-999	-999	2.2581 	3.5672 	-999	-999	-999	-999	-999	-999	-999	2.5137 	4.2394 	-999	-999	-999	-999	-999	-999	-999	4	0	0
65	a99	a	circle	8	0.25484374999999204	-1	86	3 	 5.295968622386422 	 3 	 4.0	5.0	3.0	2	-1	1	-1	-999	-999	-0.0	2.3774 	4.1824 	5.3886 	6.8561 	-999	-999	-999	-999	-999	2.414 	3.175 	3.8229 	5.2201 	6.4571 	-999	-999	-999	-999	3.1435 	4.7905 	6.576 	-999	-999	-999	-999	-999	-999	3	0	0
66	a99	a	circle	4	0.05484375000000341	1	127	3 	 3.5040688526447026 	 2 	 0.0	1.0	1.0	1	1	-1	-1	-999	-0.0	-999	2.4899 	3.6453 	4.7159 	-999	-999	-999	-999	-999	-999	1.9584 	3.6155 	5.1602 	-999	-999	-999	-999	-999	-999	2.037 	2.5593 	4.5227 	-999	-999	-999	-999	-999	-999	1	0	0
67	a99	a	circle	4	0.25484375000000625	-1	101	3 	 4.750331669628771 	 2 	 3.0	1.0	2.0	0	-1	1	-1	-0.0	-999	-999	2.3747 	3.7959 	5.2352 	-999	-999	-999	-999	-999	-999	2.9015 	4.5962 	6.0923 	-999	-999	-999	-999	-999	-999	2.354 	2.9713 	3.7839 	5.6393 	-999	-999	-999	-999	-999	3	0	0
68	a99	a	circle	4	0.35484374999998636	-1	105	3 	 4.5411344369937 	 3 	 3.0	2.0	2.0	1	-1	1	-1	-999	-0.0	-999	1.9594 	3.0885 	5.0441 	-999	-999	-999	-999	-999	-999	1.821 	3.3254 	4.1059 	5.0861 	-999	-999	-999	-999	-999	2.9977 	4.0149 	5.7633 	-999	-999	-999	-999	-999	-999	3	0	0
