trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue
87	a99	b	circle	4	0.4914062500000256	-1	93	0 	 3.270937068164471 	 3 	 2.0	0.0	1.0	2	-1	1	-1	-999	-999	1.0	2.0044 	2.5922 	3.4518 	4.3999 	-999	-999	-999	-999	-999	2.8476 	3.8048 	-999	-999	-999	-999	-999	-999	-999	2.35 	3.1958 	5.0968 	-999	-999	-999	-999	-999	-999	4	0	0
88	a99	b	circle	8	0.3414062500000057	-1	116	0 	 4.714983301486267 	 2 	 5.0	1.0	1.0	0	-1	1	-1	-3.0	-999	-999	2.0427 	3.0054 	4.2093 	5.5105 	-999	-999	-999	-999	-999	2.3258 	3.8762 	4.4577 	5.4606 	-999	-999	-999	-999	-999	1.9898 	3.0989 	4.5143 	5.9911 	-999	-999	-999	-999	-999	1	0	0
89	a99	b	circle	4	0.4414062500000284	-1	90	3 	 4.525063658656322 	 3 	 0.0	0.0	2.0	1	-1	1	-1	-999	0.0	-999	3.1219 	4.043 	5.2126 	-999	-999	-999	-999	-999	-999	3.1779 	3.9204 	5.6694 	-999	-999	-999	-999	-999	-999	2.9442 	3.877 	4.6469 	5.7052 	-999	-999	-999	-999	-999	3	0	0
90	a99	b	circle	8	0.24140624999999716	1	127	3 	 4.522214857714988 	 3 	 3.0	0.0	4.0	0	1	-1	-1	-0.0	-999	-999	1.9227 	3.5569 	4.157 	5.2659 	-999	-999	-999	-999	-999	2.2542 	3.3098 	4.8461 	-999	-999	-999	-999	-999	-999	2.0981 	2.7022 	4.3595 	5.6131 	-999	-999	-999	-999	-999	1	0	0
91	a99	b	circle	8	0.2914062499999943	-1	120	3 	 3.4492284153122945 	 3 	 7.0	6.0	2.0	1	-1	1	-1	-999	-0.0	-999	2.8955 	3.5189 	4.9372 	-999	-999	-999	-999	-999	-999	2.9831 	4.0594 	-999	-999	-999	-999	-999	-999	-999	1.7012 	3.6385 	5.6382 	-999	-999	-999	-999	-999	-999	3	0	0
92	a99	b	circle	8	0.2914062499999943	1	93	3 	 5.216637346273981 	 3 	 2.0	0.0	0.0	1	1	-1	-1	-999	0.0	-999	2.0145 	2.6589 	4.4356 	6.1308 	-999	-999	-999	-999	-999	2.7781 	3.6746 	5.2913 	6.89 	-999	-999	-999	-999	-999	2.6007 	3.8288 	5.2551 	6.8237 	-999	-999	-999	-999	-999	1	0	0
93	a99	b	circle	4	0.8414062500000199	-1	126	3 	 4.541623067479029 	 2 	 0.0	1.0	3.0	1	-1	1	-1	-999	0.0	-999	2.6029 	4.4439 	5.2728 	-999	-999	-999	-999	-999	-999	2.2519 	3.5633 	4.8623 	-999	-999	-999	-999	-999	-999	2.8063 	4.0202 	5.3847 	-999	-999	-999	-999	-999	-999	4	0	0
94	a99	b	circle	4	0.02	-1	89	3 	 4.688510347762712 	 3 	 1.0	2.0	1.0	1	-1	1	-1	-999	-0.0	-999	3.1759 	4.2967 	5.4858 	-999	-999	-999	-999	-999	-999	2.3698 	2.9791 	3.9345 	5.1556 	-999	-999	-999	-999	-999	2.0543 	2.8718 	4.1803 	4.7599 	6.2582 	-999	-999	-999	-999	4	0	0
95	a99	b	circle	4	0.4414062500000284	1	116	3 	 3.854978231623213 	 3 	 3.0	3.0	1.0	0	1	-1	-1	0.0	-999	-999	1.7909 	2.3326 	2.9626 	3.606 	5.115 	-999	-999	-999	-999	1.9002 	3.7637 	5.2918 	-999	-999	-999	-999	-999	-999	2.8956 	4.1298 	4.6972 	-999	-999	-999	-999	-999	-999	3	0	0
96	a99	b	circle	4	0.4414062500000284	1	122	3 	 4.134017206539472 	 3 	 0.0	3.0	3.0	0	1	-1	-1	0.0	-999	-999	2.2493 	3.721 	4.8558 	-999	-999	-999	-999	-999	-999	2.7176 	3.6956 	5.4881 	-999	-999	-999	-999	-999	-999	2.2182 	3.4882 	5.336 	-999	-999	-999	-999	-999	-999	1	0	0
97	a99	b	circle	8	0.2914062500000085	1	114	3 	 4.545109617935265 	 2 	 0.0	7.0	7.0	1	1	-1	-1	-999	-0.0	-999	2.2426 	3.679 	5.3164 	-999	-999	-999	-999	-999	-999	2.9622 	3.8774 	5.826 	-999	-999	-999	-999	-999	-999	1.8022 	3.7145 	4.2272 	4.9633 	-999	-999	-999	-999	-999	3	0	0
98	a99	b	circle	4	0.02	1	98	3 	 4.635130974799688 	 3 	 0.0	2.0	1.0	0	1	-1	-1	0.0	-999	-999	2.2572 	3.9482 	5.0492 	-999	-999	-999	-999	-999	-999	1.7269 	3.5702 	5.5603 	-999	-999	-999	-999	-999	-999	3.0905 	3.6011 	5.2004 	-999	-999	-999	-999	-999	-999	4	0	0
99	a99	b	circle	4	0.4914062500000256	-1	115	0 	 4.660916814427225 	 3 	 3.0	0.0	1.0	2	-1	1	-1	-999	-999	1.0	3.1459 	5.132 	-999	-999	-999	-999	-999	-999	-999	1.7092 	3.4891 	4.4115 	5.9962 	-999	-999	-999	-999	-999	2.7303 	4.2431 	5.591 	-999	-999	-999	-999	-999	-999	2	0	0
100	a99	b	circle	4	0.4414062500000284	1	90	3 	 4.673000378275487 	 3 	 1.0	2.0	2.0	1	1	-1	-1	-999	0.0	-999	2.2288 	2.7726 	4.1435 	5.084 	-999	-999	-999	-999	-999	2.4461 	3.3014 	4.3376 	6.3047 	-999	-999	-999	-999	-999	2.3257 	4.1139 	5.2722 	-999	-999	-999	-999	-999	-999	1	0	0
101	a99	b	circle	8	0.2914062500000085	1	81	3 	 4.746794097204841 	 2 	 6.0	1.0	3.0	2	1	-1	-1	-999	-999	-0.0	3.1428 	5.1032 	-999	-999	-999	-999	-999	-999	-999	2.7111 	4.4451 	5.1519 	-999	-999	-999	-999	-999	-999	2.6245 	4.3674 	5.5754 	-999	-999	-999	-999	-999	-999	4	0	0
102	a99	b	circle	8	0.02	-1	116	3 	 4.8495448671982615 	 2 	 3.0	3.0	3.0	0	-1	1	-1	-0.0	-999	-999	3.1404 	4.955 	5.7214 	-999	-999	-999	-999	-999	-999	3.0946 	4.967 	6.3554 	-999	-999	-999	-999	-999	-999	2.463 	2.9962 	4.8461 	5.6896 	-999	-999	-999	-999	-999	1	0	0
103	a99	b	circle	4	0.4414062500000284	1	93	3 	 5.689100486915446 	 3 	 0.0	1.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.1775 	4.0242 	5.053 	5.9386 	7.2212 	-999	-999	-999	-999	2.6114 	3.4155 	5.298 	6.6714 	-999	-999	-999	-999	-999	1.741 	2.4864 	4.1999 	4.8998 	5.7528 	7.6735 	-999	-999	-999	2	0	0
104	a99	b	circle	8	0.2914062500000085	-1	118	3 	 3.655040635600683 	 2 	 6.0	5.0	7.0	2	-1	1	-1	-999	-999	0.0	3.0469 	4.5805 	-999	-999	-999	-999	-999	-999	-999	2.5598 	3.7837 	4.5594 	-999	-999	-999	-999	-999	-999	2.6612 	4.2342 	-999	-999	-999	-999	-999	-999	-999	4	0	0
105	a99	b	circle	4	0.02	1	105	3 	 4.230796754503594 	 2 	 1.0	1.0	0.0	0	1	-1	-1	-0.0	-999	-999	1.8818 	2.4133 	3.7215 	4.532 	-999	-999	-999	-999	-999	2.0823 	3.8191 	5.5178 	-999	-999	-999	-999	-999	-999	2.2078 	2.9547 	4.881 	-999	-999	-999	-999	-999	-999	2	0	0
106	a99	b	circle	8	0.3414062500000057	-1	99	3 	 3.7804518238764873 	 2 	 6.0	7.0	4.0	2	-1	1	-1	-999	-999	0.0	2.2538 	3.9705 	4.8074 	-999	-999	-999	-999	-999	-999	2.8796 	3.9702 	5.68 	-999	-999	-999	-999	-999	-999	2.6072 	4.0902 	-999	-999	-999	-999	-999	-999	-999	3	0	0
107	a99	b	circle	8	0.02	1	106	3 	 4.988580161028558 	 2 	 6.0	5.0	3.0	1	1	-1	-1	-999	-0.0	-999	1.7648 	2.5924 	3.8507 	4.6879 	6.3391 	-999	-999	-999	-999	3.1936 	4.5938 	5.3991 	-999	-999	-999	-999	-999	-999	2.4142 	4.0018 	4.6485 	6.2699 	-999	-999	-999	-999	-999	3	0	0
108	a99	b	circle	8	0.3414062500000057	1	94	0 	 5.61552916358787 	 2 	 5.0	4.0	4.0	1	1	-1	-1	-999	-1.0	-999	2.6745 	4.246 	5.6458 	7.5279 	-999	-999	-999	-999	-999	3.0313 	4.2508 	5.6301 	7.0505 	-999	-999	-999	-999	-999	2.8375 	4.8086 	6.7744 	-999	-999	-999	-999	-999	-999	2	0	0
109	a99	b	circle	4	0.891406250000017	1	117	0 	 4.968036225097696 	 2 	 0.0	1.0	3.0	0	1	-1	-1	-1.0	-999	-999	2.8646 	3.9314 	5.8619 	-999	-999	-999	-999	-999	-999	1.7774 	3.1773 	4.9068 	6.8597 	-999	-999	-999	-999	-999	3.1567 	4.9927 	6.2993 	-999	-999	-999	-999	-999	-999	2	0	0
110	a99	b	circle	4	0.8414062500000199	1	119	0 	 4.457985043049011 	 2 	 0.0	1.0	2.0	0	1	-1	-1	1.0	-999	-999	2.33 	2.937 	4.5464 	5.326 	-999	-999	-999	-999	-999	2.6989 	4.6338 	5.8604 	-999	-999	-999	-999	-999	-999	1.9236 	3.1302 	4.0333 	4.5766 	6.142 	-999	-999	-999	-999	2	0	0
111	a99	b	circle	4	0.02	-1	128	3 	 4.603157818706839 	 2 	 3.0	1.0	3.0	0	-1	1	-1	-0.0	-999	-999	2.8752 	4.6182 	5.5924 	-999	-999	-999	-999	-999	-999	1.9605 	3.5178 	4.3731 	5.9519 	-999	-999	-999	-999	-999	1.8346 	2.8699 	3.9868 	5.1798 	-999	-999	-999	-999	-999	8	0	0
112	a99	b	circle	8	0.2914062499999943	-1	89	3 	 5.535092406544268 	 3 	 6.0	2.0	2.0	0	-1	1	-1	-0.0	-999	-999	1.7351 	2.9792 	3.6194 	5.1662 	6.8384 	-999	-999	-999	-999	1.8688 	2.7676 	3.5973 	5.1954 	6.4571 	-999	-999	-999	-999	2.3824 	3.4106 	4.1418 	4.8925 	6.508 	-999	-999	-999	-999	1	0	0
113	a99	b	circle	8	0.2914062500000085	-1	111	0 	 5.27582128817244 	 2 	 6.0	3.0	7.0	0	-1	1	-1	1.0	-999	-999	3.0607 	3.8395 	5.4412 	6.6192 	-999	-999	-999	-999	-999	3.1737 	4.0179 	5.7285 	-999	-999	-999	-999	-999	-999	3.0479 	4.2842 	5.3824 	7.2377 	-999	-999	-999	-999	-999	1	0	0
114	a99	b	circle	4	0.7914062500000227	-1	103	3 	 4.521291498893412 	 2 	 3.0	2.0	3.0	0	-1	1	-1	-0.0	-999	-999	2.9432 	3.9495 	4.8616 	-999	-999	-999	-999	-999	-999	2.1958 	3.5984 	4.1928 	6.1768 	-999	-999	-999	-999	-999	2.8092 	4.1942 	5.7015 	-999	-999	-999	-999	-999	-999	1	0	0
115	a99	b	circle	4	0.7914062500000227	-1	126	0 	 4.034892583921523 	 2 	 0.0	0.0	2.0	2	-1	1	-1	-999	-999	-1.0	3.1748 	4.2307 	5.469 	-999	-999	-999	-999	-999	-999	1.8622 	3.7293 	4.6706 	-999	-999	-999	-999	-999	-999	1.9083 	3.1545 	4.63 	-999	-999	-999	-999	-999	-999	5	0	0
116	a99	b	circle	4	0.7414062500000256	1	102	3 	 5.0013670958521566 	 2 	 0.0	0.0	2.0	1	1	-1	-1	-999	0.0	-999	2.4023 	3.1927 	3.7768 	5.0956 	6.3363 	-999	-999	-999	-999	2.4362 	4.083 	5.0937 	6.4356 	-999	-999	-999	-999	-999	2.4206 	3.9723 	5.2468 	7.2061 	-999	-999	-999	-999	-999	1	0	0
117	a99	b	circle	8	0.02	-1	127	3 	 3.221932650449288 	 3 	 7.0	3.0	6.0	0	-1	1	-1	0.0	-999	-999	2.1433 	4.1173 	-999	-999	-999	-999	-999	-999	-999	2.0023 	3.7018 	-999	-999	-999	-999	-999	-999	-999	1.8706 	3.0866 	3.7297 	-999	-999	-999	-999	-999	-999	5	0	0
118	a99	b	circle	8	0.3414062499999915	1	80	3 	 5.476645472446969 	 3 	 1.0	2.0	2.0	1	1	-1	-1	-999	0.0	-999	1.9211 	3.6801 	5.3652 	7.0303 	-999	-999	-999	-999	-999	2.0615 	3.2938 	4.1615 	6.0404 	-999	-999	-999	-999	-999	2.386 	4.2699 	5.5602 	6.0875 	-999	-999	-999	-999	-999	4	0	0
119	a99	b	circle	8	0.24140625000001137	1	104	0 	 3.270035663208505 	 2 	 1.0	7.0	4.0	0	1	-1	-1	1.0	-999	-999	2.6512 	3.3356 	4.7515 	-999	-999	-999	-999	-999	-999	2.7227 	3.8642 	-999	-999	-999	-999	-999	-999	-999	2.9499 	4.6047 	-999	-999	-999	-999	-999	-999	-999	3	0	0
